OMAP-35: Organ Mapping Antibody Panel (OMAP) for Multiplexed Antibody-Based Imaging of Human Brain with Cell DIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Elizabeth McDonough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0001-7524-8260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,Andrea J. Radtke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,0000-0003-4379-8967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,https://doi.org/10.1073/pnas.1300136110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,https://doi.org/10.48539/HBM348.HTGG.485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,"December 15, 2025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omap_id,uniprot_accession_number,HGNC_ID,target_symbol,host,isotype,clonality,clone_id,vendor,catalog_number,lot_number,recombinant,concentration_value,dilution_factor,conjugate,rrid,method,tissue_preservation,cycle_number,fluorescent_reporter,protocol_doi,author_orcids,core_panel,rationale,organ,organ_uberon,,,,,,,,,,,,,,,,,,
OMAP-35,A6NFN3,HGNC:27097,RBFOX3,Mouse,IgG1,Monoclonal,A60,MilliporeSigma,MAB377,3759021,N,5,,AF647,AB_2298772,Cell DIVE,FFPE,1,,dx.doi.org/10.17504/protocols.io.bqjimuke,0000-0001-7524-8260,Y,Nuclear marker for mature neurons; widely used for neuron identification.,Brain,UBERON_0000955,,,,,,,,,,,,,,,,,,
OMAP-35,Q05329,HGNC:4093,GAD2,Rabbit,IgG,Monoclonal,D5G2,Cell Signaling Technology,81505,2,Y,5,,Cy2,AB_3713211,Cell DIVE,FFPE,1,,dx.doi.org/10.17504/protocols.io.bqjimuke,0000-0001-7524-8260,N,Enzyme for GABA synthesis; identifies inhibitory neurons.,Brain,UBERON_0000955,,,,,,,,,,,,,,,,,,
OMAP-35,Q99259,HGNC:4092,GAD1,Goat ,IgG,Polyclonal,,R&D Systems,AF2086,KRD0220041,N,5,,Cy3 secondary detection,AB_2107724,Cell DIVE,FFPE,1,,dx.doi.org/10.17504/protocols.io.bqjimuke,0000-0001-7524-8260,N,Complementary to GAD2; also marks inhibitory neurons.,Brain,UBERON_0000955,,,,,,,,,,,,,,,,,,
OMAP-35,,,,Donkey,IgG,Polyclonal,,Jackson ImmunoResearch,705-166-147,138677,N,5,,Cy3,AB_2340413,Cell DIVE,FFPE,1,,dx.doi.org/10.17504/protocols.io.bqjimuke,0000-0001-7524-8260,N,Used to detect GAD1; see above. ,Brain,UBERON_0000955,,,,,,,,,,,,,,,,,,
OMAP-35,P26378,HGNC:3315,ELAVL4,Mouse ,IgG2A,Monoclonal,E-1,Santa Cruz Biotechnology,sc-28299,E0420,N,5,,AF647,AB_627765,Cell DIVE,FFPE,2,,dx.doi.org/10.17504/protocols.io.bqjimuke,0000-0001-7524-8260,N,RNA-binding protein involved in neuronal differentiation and plasticity.,Brain,UBERON_0000955,,,,,,,,,,,,,,,,,,
OMAP-35,O75891,HGNC:3978,ALDH1L1,Mouse,IgG1,Monoclonal,N103/39,Antibodies Inc,75-140,441-44BK-67d,N,10,,Cy3,AB_10673448,Cell DIVE,FFPE,2,,dx.doi.org/10.17504/protocols.io.bqjimuke,0000-0001-7524-8260,N,Pan-astrocyte marker; more comprehensive than GFAP for astrocyte labeling.,Brain,UBERON_0000955,,,,,,,,,,,,,,,,,,
OMAP-35,P02686 ,HGNC:6925,MBP,Rat,IgG2A,Monoclonal,12,Abcam,ab7349,GR3421977-2,Y,2.5,,Cy2,AB_305869,Cell DIVE,FFPE,2,,dx.doi.org/10.17504/protocols.io.bqjimuke,0000-0001-7524-8260,Y,Identifies axons. Key component of CNS myelin; used to assess myelination.,Brain,UBERON_0000955,,,,,,,,,,,,,,,,,,
OMAP-35,Q13516,HGNC:9398,Olig2,Rabbit,IgG,Monoclonal,EPR2673,Abcam,ab225100,GR3399728-3,Y,10,,AF647,AB_3675495,Cell DIVE,FFPE,3,,dx.doi.org/10.17504/protocols.io.bqjimuke,0000-0001-7524-8260,N,Identifies oligodendrocyte progenitors and mature oligodendrocytes.,Brain,UBERON_0000955,,,,,,,,,,,,,,,,,,
OMAP-35,Q96SB3,HGNC:9298,PPP1R9B,Rabbit,IgG,Monoclonal,E1E7R,Cell Signaling Technology,45071,6721019C,Y,5,,Cy3,AB_3713210,Cell DIVE,FFPE,3,,dx.doi.org/10.17504/protocols.io.bqjimuke,0000-0001-7524-8260,N,Involved in synaptic plasticity; enriched in dendritic spines.,Brain,UBERON_0000955,,,,,,,,,,,,,,,,,,
OMAP-35,P08670,HGNC:12692,VIM,Rabbit ,IgG,Monoclonal,D21H3,Cell Signaling Technology,9854,13,Y,10 ,,AF488,AB_10829352,Cell DIVE,FFPE,3,,dx.doi.org/10.17504/protocols.io.bqjimuke,0000-0001-7524-8260,Y,"Intermediate filament protein, labels vasculature and reactive glial states.",Brain,UBERON_0000955,,,,,,,,,,,,,,,,,,
