Organ Mapping Antibody Panel (OMAP) for Multiplexed Antibody-Based Imaging of Human Intestine with CODEX,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,John Hickey,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0001-9961-7673,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,"Teri Longacre; Andrea J. Radtke; Christopher Werlein; Ellen M. Quardokus; Diane C. Saunders; Anna Martinez Casals; Presha Rajbhandari 
",,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,0000-0002-0935-7300; 0000-0003-4379-8967; 0000-0002-7694-4257; 0000-0001-7655-4833; 0000-0002-8849-6746; 0000-0003-2722-1965; 0000-0003-2184-7238,,,,,,,,,,,,,,,,,,,,
General Publication(s):,,,,,,,,,,,,,,,,,,,,,
Data DOI:,https://doi.org/10.48539/HBM794.CSBJ.358,,,,,,,,,,,,,,,,,,,,
Date:,"December 15, 2022",,,,,,,,,,,,,,,,,,,,
Version Number:,v1.1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
uniprot_accession_number,HGNC_ID,target_name,host,isotype,clonality,vendor,catalog_number,lot_number,recombinant,concentration_value,dilution,conjugate,rrid,method,tissue_preservation,cycle_number,fluorescent_reporter,protocol_doi,author_orcid,core_panel,rationale
P46013,HGNC:7107,Ki67,Mouse,"IgG1, kappa",B56,BD Biosciences,556003,,N,,1:50,Oligonucleotide,AB_396287,CODEX,Fresh frozen,2,AF488,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,N,"This marker does not define a distinct cell type, but highlights all proliferating cells, useful in various diseases and transit amplifying cells. Defines germinal centers of gut-associated lymphoid tissue (GALT). This marker represents a prioritized target in the intestine OMAP."
P01589,HGNC:6008,CD25,Mouse,IgG2a,7G7B6,Bio X Cell,BE0014,,N,,1:100,Oligonucleotide,AB_1107617,CODEX,Fresh frozen,2,Cy3,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,N,This marker can be used to identify T regulatory cells. The inclusion of FOXP3 is recommended to provide greater confidence in the T regulatory cell phenotype. This marker represents a prioritized target in the intestine OMAP.
P08195,HGNC:11026,CD98,Mouse,"IgG1, kappa",MEM-108,BioLegend,315602,,N,,1:25,Oligonucleotide,AB_2302070,CODEX,Fresh frozen,2,Cy5,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,N,This marker does not define a distinct cell type but instead serves as a pan-membrane marker. It can be used to segment most cells.
P08670,HGNC:12692,Vimentin,Mouse,IgG1,RV202,BD Biosciences,550513,,N,,1:200,Oligonucleotide,AB_393716,CODEX,Fresh frozen,3,AF488,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,Y,"Defines stromal network of intestine and serves as a pan-mesenchymal cell marker. The combination of collagen IV, pan-cytokeratin, alpha smooth muscle actin, and vimentin can be used to define the villi, crypts, basal membrane, and lamina propria. This marker represents a core panel and prioritized target in the intestine OMAP."
Q9P2W7,HGNC:921,CD57,Mouse,IgM,HCD57,BioLegend,322302,,N,,1:200,Oligonucleotide,AB_535988,CODEX,Fresh frozen,3,Cy3,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,N,Used for identification of NK cells.
P26718,HGNC:18788,NKG2D (CD314),Mouse,"IgG1, kappa",1D11,BioLegend,320802,,N,,1:100,Oligonucleotide,AB_492956,CODEX,Fresh frozen,3,Cy5,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,N,Used for identification of NK cells.
P09564,HGNC:1695,CD7,Mouse,"IgG2a, kappa",CD7-6B7,BioLegend,343102,,N,,1:200,Oligonucleotide,AB_1659214,CODEX,Fresh frozen,4,AF488,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,N,Used for identification of NK and T cells.
P01730,HGNC:1678,CD4,Rat,"IgG2b, kappa",A161A1,BioLegend,357402,,N,,1:200,Oligonucleotide,AB_2561907,CODEX,Fresh frozen,4,Cy3,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,N,Used for identification of CD4+ T cells. This marker represents a prioritized target in the intestine OMAP.
P15391,HGNC:1633,CD19,Mouse,"IgG1, kappa",HIB19,BD Biosciences,555410,,N,,1:200,Oligonucleotide,AB_395810,CODEX,Fresh frozen,4,Cy5,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,Y,Essential marker of B cells and also identifies plasma cells. Defines B cell follicles of gut-associated lymphoid tissue (GALT). This marker represents a core panel and prioritized target in the intestine OMAP.
P04233,HGNC:1697,HLA-DR,Mouse,"IgG2a, kappa",L243,BioLegend,307651,,N,,1:200,Oligonucleotide,AB_2562826,CODEX,Fresh frozen,5,AF488,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,N,"Used for identification of antigen presenting cells (B cells, dendritic cells, macrophages). Defines B cell follicles (HLA-DR+) and germinal centers (HLA-DR++) of gut-associated lymphoid tissue (GALT)."
P20702,HGNC:6152,CD11c,Mouse,"IgG1, kappa",B-ly6,BD Biosciences,555391,,N,,1:200,Oligonucleotide,AB_395792,CODEX,Fresh frozen,5,Cy3,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,N,Used for identification of dendritic cells. This marker represents a prioritized target in the intestine OMAP.
Q12918,HGNC:6373,CD161,Mouse,"IgG1, kappa",HP-3G10,BioLegend,339902,,N,,1:200,Oligonucleotide,AB_1501090,CODEX,Fresh frozen,5,Cy5,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,N,Used for identification of NK cells and other innate lymphoid cells.
P08247,HGNC:11506,Synaptophysin,Mouse,IgG1,7H12,Novus Biologicals,NBP1-47483,,N,,1:100,Oligonucleotide,AB_10010435,CODEX,Fresh frozen,6,AF488,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,N,Used for identification of neural cells. This marker represents a prioritized target in the intestine OMAP.
P28906,HGNC:1662,CD34,Mouse,"IgG2a, kappa",561,BioLegend,343602,,N,,1:100,Oligonucleotide,AB_1732014,CODEX,Fresh frozen,6,Cy3,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,N,Used for visualization of blood and lymphatic endothelial cells and vessels. Identifies fibroblasts of the muscularis propria and submucosa.
P08637,HGNC:3619,CD16,Mouse,"IgG1, kappa",3G8,BD Biosciences,555404,,N,,1:50,Oligonucleotide,AB_395804,CODEX,Fresh frozen,6,Cy5,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,N,Used for identification of neutrophils. This marker represents a prioritized target in the intestine OMAP.
P22083,HGNC:4015,CD15,Mouse,"IgM, kappa",HI98,BD Biosciences,555400,,N,,1:200,Oligonucleotide,AB_395800,CODEX,Fresh frozen,7,AF488,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,N,Used for identification of neutrophils. Expressed by some Paneth cells. This marker represents a prioritized target in the intestine OMAP.
Q12884,HGNC:3590,FAP,Rat,"IgG2a, kappa",2.2B10,Thermo Fisher Scientific,13-0300,,N,,1:25,Oligonucleotide,AB_2532994,CODEX,Fresh frozen,7,Cy3,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,N,Used for identification of fibroblasts.
P26951,HGNC:6012,CD123,Mouse,"IgG2a, kappa",7G3,BD Biosciences,554527,,N,,1:50,Oligonucleotide,AB_395455,CODEX,Fresh frozen,7,Cy5,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,N,Expressed by plasmacytoid dendritic cells.
P13688,HGNC:1814,CD66,Mouse,"IgG2a, kappa",B1.1/CD66,BD Biosciences,551354,,N,,1:200,Oligonucleotide,AB_394166,CODEX,Fresh frozen,8,AF488,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,N,Used for identification of mature epithelial cells and expressed on neutrophils
P07766,HGNC:1674,CD3,Mouse,"IgG1, kappa",UCHT1,BioLegend,300402,,N,,1:200,Oligonucleotide,AB_314056,CODEX,Fresh frozen,8,Cy3,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,Y,Essential marker of T cells. Defines T cell zone of gut-associated lymphoid tissues (GALT). This marker represents a core panel and prioritized target in the intestine OMAP.
P08575,HGNC:9666,CD45RO,Mouse,"IgG2a, kappa",UCHL1,BioLegend,304202,,N,,1:100,Oligonucleotide,AB_314418,CODEX,Fresh frozen,8,Cy5,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,N,Used to define a particular T cell activation state.
P28907,HGNC:1667,CD38,Mouse,"IgG1, kappa",HB-7,BioLegend,356602,,N,,1:500,Oligonucleotide,AB_2561794,CODEX,Fresh frozen,9,AF488,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,N,Used for identification of plasma cells. This marker represents a prioritized target in the intestine OMAP.
P04216,HGNC:11801,CD90,Mouse,"IgG1, kappa",5E10,BioLegend,328102,,N,,1:200,Oligonucleotide,AB_940393,CODEX,Fresh frozen,9,Cy3,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,N,"Expressed by stromal cells as well as blood endothelial cells, T cells, and NK cells."
P16871,HGNC:6024,CD127,Mouse,"IgG1, kappa",A019D5,BioLegend,351302,,N,,1:100,Oligonucleotide,AB_10718513,CODEX,Fresh frozen,9,Cy5,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,N,Used to define a particular T cell activation state.
P62736,HGNC:130,Alpha smooth muscle actin,Mouse,"IgG2a, kappa",1A4,Thermo Fisher Scientific,14-9760-82,,N,,1:200,Oligonucleotide,AB_2572996,CODEX,Fresh frozen,10,AF488,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,Y,"Used for identification of smooth muscle cells. The combination of collagen IV, pan-cytokeratin, alpha smooth muscle actin, and vimentin can be used to define the villi, crypts, basal membrane, and lamina propria. This marker represents a core panel and prioritized target in the intestine OMAP."
P10721,HGNC:6342,CD117,Mouse,"IgG1, kappa",YB5.B8,BD Biosciences,555713,,N,,1:200,Oligonucleotide,AB_2131466,CODEX,Fresh frozen,10,Cy3,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,N,Used for identification of Interstitial cells of Cajal and mast cells. This marker represents a prioritized target in the intestine OMAP.
