OMAP-5 Organ Mapping Antibody Panel (OMAP) for Multiplexed Antibody-Based Imaging of Human Liver with SIMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Hua Tian; Presha Rajbhandari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0002-3598-0219; 0000-0003-2184-7238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,Andrea J. Radtke; Christopher Werlein; Ellen  M. Quardokus; Diane C. Saunders; Anna Martinez Casals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,0000-0003-4379-8967; 0000-0002-7694-4257; 0000-0001-7655-4833; 0000-0002-8849-6746; 0000-0003-2722-1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,https://www.biorxiv.org/content/10.1101/2022.09.26.508878v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,https://doi.org/10.48539/HBM995.KTHD.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,"June 15, 2025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version number,v1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omap_id,uniprot_accession_number,HGNC_ID,target_symbol,host,isotype,clonality,clone_id,vendor,catalog_number,lot_number,recombinant,concentration_value,dilution_factor,conjugate,rrid,method,tissue_preservation,cycle_number,fluorescent_reporter,protocol_doi,author_orcids,core_panel,rationale,organ,organ_uberon,,,,,,,,,,,,,,,,,,
OMAP-5,P08575,HGNC:9666,PTPRC,Rabbit,IgG,Monoclonal,D9M8I,Cell Signaling Technology,13917S,,N,,10,89Y,AB_2750898,SIMS,Fresh frozen,1,,https://dx.doi.org/10.17504/protocols.io.b5qmq5u6,0000-0002-3598-0219,N,This marker broadly labels all hematopoietic cells and can be used to evaluate immune infiltration. This marker represents a prioritized target.,liver,UBERON:0002107,,,,,,,,,,,,,,,,,,
OMAP-5,P01730,HGNC:1678,CD4,Mouse,IgG1 kappa,Monoclonal,RPA-T4,Novus Biologicals,NBP2-25199,AB061008A,N,,50,113 In,AB_2909635,SIMS,Fresh frozen,1,,https://dx.doi.org/10.17504/protocols.io.b5qmq5u6,0000-0002-3598-0219,N,Stains  CD4+ T cells and potentially also macrophages and endothelial cells of the hepatic sinusoid. This marker cannot be used to define a specific anatomical structure but represents a prioritized target.,liver,UBERON:0002107,,,,,,,,,,,,,,,,,,
OMAP-5,P62736,HGNC:130,ACTA2,Mouse,IgG2a,Monoclonal,1A4,Fluidigm,3141017D,BN 2491903,N,,20,141Pr,AB_2890139,SIMS,Fresh frozen,1,,https://dx.doi.org/10.17504/protocols.io.b5qmq5u6,0000-0002-3598-0219,Y,"Stains smooth muscle cells in vascular walls, sinusoidal endothelial cells, and activated (myo)fibroblasts. This marker represents a core panel and prioritized target for liver architecture.",liver,UBERON:0002107,,,,,,,,,,,,,,,,,,
OMAP-5,P14136,HGNC:4235,GFAP,Rabbit,IgG,Monoclonal,EPR1034Y,Abcam,ab218309,GR3339182,Y,,20,143Nd,AB_2909614,SIMS,Fresh frozen,1,,https://dx.doi.org/10.17504/protocols.io.b5qmq5u6,0000-0002-3598-0219,N,Stains hepatic stellate cells. This marker cannot be used to define a specific anatomical structure but represents a prioritized target.,liver,UBERON:0002107,,,,,,,,,,,,,,,,,,
OMAP-5,P31327,HGNC:2323,CPS1,Mouse,IgG1 kappa,Monoclonal,HepPar1,Novus Biologicals,NBP3-08970,MSM4-966PABXX210304,N,,20,145Nd,AB_2909615,SIMS,Fresh frozen,1,,https://dx.doi.org/10.17504/protocols.io.b5qmq5u6,0000-0002-3598-0219,Y,Stains all hepatocytes. It can be used for metabolic zonation of hepatocytes. This marker represents a core panel and prioritized target.,liver,UBERON:0002107,,,,,,,,,,,,,,,,,,
OMAP-5,P15104,HGNC:4341,GLUL,Rabbit,IgG,Monoclonal,EPR13022(B),Abcam,ab240193,GR3288072,Y,,20,147Sm,AB_2909636,SIMS,Fresh frozen,1,,https://dx.doi.org/10.17504/protocols.io.b5qmq5u6,0000-0002-3598-0219,N,Stains zone 3 or pericentral hepatocytes immediately surrounding central vein. It can be used for metabolic zonation of hepatocytes. This marker represents a prioritized target. ,liver,UBERON:0002107,,,,,,,,,,,,,,,,,,
OMAP-5,P16284,HGNC:8823,PECAM1,Mouse,IgG1 kappa,Monoclonal,JC/70A,Abcam,ab264090,,N,,20,148Nd,AB_2909616,SIMS,Fresh frozen,1,,https://dx.doi.org/10.17504/protocols.io.b5qmq5u6,0000-0002-3598-0219,N,Stains hepatic blood endothelial cells but not liver sinusoidal endothelial cells. This marker represents a prioritized target. ,liver,UBERON:0002107,,,,,,,,,,,,,,,,,,
OMAP-5,P34810,HGNC:1693,CD68,Rabbit,IgG,Monoclonal,D4B9C,Cell Signaling Technology,76437S,,N,,20,151Eu,AB_2799882,SIMS,Fresh frozen,1,,https://dx.doi.org/10.17504/protocols.io.b5qmq5u6,0000-0002-3598-0219,N,Stains myeloid cells including macrophages and dendritic cells. This marker cannot be used to define specific anatomical structures but represents a prioritized target.,liver,UBERON:0002107,,,,,,,,,,,,,,,,,,
OMAP-5,P31994,HGNC:3618,FCGR2B,Mouse,IgG2b,Monoclonal,FUN-2,Fluidigm,3153018B,BN 1531531,N,,20,153Eu,AB_2909617,SIMS,Fresh frozen,1,,https://dx.doi.org/10.17504/protocols.io.b5qmq5u6,0000-0002-3598-0219,N,"Stains macrophages, granulocytes, and diverse populations of immune cells. This marker cannot be used to define specific anatomical structures but can be used to evaluate immune infiltration. This marker represents a prioritized target.",liver,UBERON:0002107,,,,,,,,,,,,,,,,,,
OMAP-5,P05089,HGNC:663,ARG1,Rabbit,IgG,Monoclonal,D4E3M,Cell Signaling Technology,93668S,,N,,20,158Gd,AB_2800207,SIMS,Fresh frozen,1,,https://dx.doi.org/10.17504/protocols.io.b5qmq5u6,0000-0002-3598-0219,N,Stains all hepatocytes and subsets of liver-resident macrophages. Higher expression observed with zone 1 and zone 2 hepatocytes. It can be used for metabolic zonation of hepatocytes. This marker represents a prioritized target.,liver,UBERON:0002107,,,,,,,,,,,,,,,,,,
OMAP-5,P02768,HGNC:399,ALB,Rabbit,IgG,Monoclonal,EPR12774,Abcam,ab240330,GR3295225,Y,,20,161Dy,AB_2909797,SIMS,Fresh frozen,1,,https://dx.doi.org/10.17504/protocols.io.b5qmq5u6,0000-0002-3598-0219,N,Stains hepatocytes with higher expression observed on zone 1 or periportal hepatocytes. It can be used for metabolic zonation of hepatocytes. This marker represents a prioritized target. ,liver,UBERON:0002107,,,,,,,,,,,,,,,,,,
OMAP-5,P08727,HGNC:6436,KRT19,Mouse,IgG1 kappa,Monoclonal,SPM561,Abcam,ab212569,GR3255027,N,,20,166Er,AB_2909618,SIMS,Fresh frozen,1,,https://dx.doi.org/10.17504/protocols.io.b5qmq5u6,0000-0002-3598-0219,Y,Stains cholangiocytes and hence the bile ducts. It additionally stains mesothelial cells (e.g. liver capsule). This marker represents a core panel and prioritized target for anatomical structures.,liver,UBERON:0002107,,,,,,,,,,,,,,,,,,
OMAP-5,P46013,HGNC:7107,MKI67,Mouse,IgG1,Monoclonal,8D5,Cell Signaling Technology,9449S,,N,,20,168Er,AB_2797703,SIMS,Fresh frozen,1,,https://dx.doi.org/10.17504/protocols.io.b5qmq5u6,0000-0002-3598-0219,N,"Stains proliferative cells, likely present in midlobular zone. This marker cannot be used to define a specific anatomical structure or cell type but represents a prioritized target. ",liver,UBERON:0002107,,,,,,,,,,,,,,,,,,
OMAP-5,P28906,HGNC:1662,CD34,Mouse,IgG,Monoclonal,EP373Y,Abcam,ab198395,GR3271518,Y,,20,169Tm,AB_2889381,SIMS,Fresh frozen,1,,https://dx.doi.org/10.17504/protocols.io.b5qmq5u6,0000-0002-3598-0219,Y,Stains hepatic blood endothelial cells but not liver sinusoidal endothelial cells. This marker represents a core panel and prioritized target to define vasculature. ,liver,UBERON:0002107,,,,,,,,,,,,,,,,,,
OMAP-5,P16422,HGNC:11529,EPCAM,Rabbit,IgG,Monoclonal,E6V8Y,Cell Signaling Technology,93790S,,N,,20,170 Er,AB_2800214,SIMS,Fresh frozen,1,,https://dx.doi.org/10.17504/protocols.io.b5qmq5u6,0000-0002-3598-0219,N,Stains hepatic stem/progenitor cells and both small and large cholangiocytes. This marker represents a prioritized target. ,liver,UBERON:0002107,,,,,,,,,,,,,,,,,,
OMAP-5,Q9Y5Y7,HGNC:14687,LYVE1,Rabbit,IgG,Polyclonal,,Abcam,ab14917,GR3392340,Y,,20,171Yb,AB_301509,SIMS,Fresh frozen,1,,https://dx.doi.org/10.17504/protocols.io.b5qmq5u6,0000-0002-3598-0219,Y,Stains hepatic lymphatic endothelial cells and liver sinusoidal endothelial cells. This marker represents a core panel and prioritized target.,liver,UBERON:0002107,,,,,,,,,,,,,,,,,,
OMAP-5,P05023,HGNC:799,ATP1A1,Rabbit,IgG,Monoclonal,EP1845Y,Abcam,ab167390,GR3337049,N,,20,176Yb,AB_2890241,SIMS,Fresh frozen,1,,https://dx.doi.org/10.17504/protocols.io.b5qmq5u6,0000-0002-3598-0219,N,Stains cell membrane. This marker cannot be used to define a specific anatomical structure or cell type. This marker represents a prioritized target for cell segmentation.,liver,UBERON:0002107,,,,,,,,,,,,,,,,,,
OMAP-5,P02452,HGNC:2197,COL1A1,Rabbit,IgG,Monoclonal,EPR7785,Abcam,ab215969,,Y,,20,196Pt,AB_2909621,SIMS,Fresh frozen,1,,https://dx.doi.org/10.17504/protocols.io.b5qmq5u6,0000-0002-3598-0219,Y,Stains the connective tissue around portal vein region and the liver capsule. Additionally stains pathologic deposition of extracellular matrix resulting from liver fibrosis. This marker represents a core panel and prioritized marker for anatomical structures. ,liver,UBERON:0002107,,,,,,,,,,,,,,,,,,
OMAP-5,P00966,HGNC:758,ASS1,Rabbit,IgG,Monoclonal,EPR12398,Abcam,ab231684,"GR3360224, GR3394592",Y,,20,167Er,AB_2909622,SIMS,Fresh frozen,1,,https://dx.doi.org/10.17504/protocols.io.b5qmq5u6,0000-0002-3598-0219,N,Stains zone 1 or periportal hepatocytes surrounding the portal tract. It can be used for metabolic zonation of hepatocytes. This marker represents a prioritized target. ,liver,UBERON:0002107,,,,,,,,,,,,,,,,,,
