OMAP-25: Expanded Organ Mapping Antibody Panel (OMAP) for Multiplexed Antibody-Based Imaging of Human Lung with CODEX,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Jeffrey M. Purkerson; Gloria S. Pryhuber,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCiD(s):,"0000-0001-7636-4992, 0000-0002-9185-3994",,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,Ellen M. Quardokus; Andrea J. Radtke; Elizabeth McDonough; Diane Saunders; ,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCiD(s):,0000-0001-7655-4833; 0000-0003-4379-8967; 0000-0001-7524-8260; 0000-0002-8849-6746,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,https://doi.org/10.48539/HBM497.LJTV.953,,,,,,,,,,,,,,,,,,,,,,,,
Date:,"December 15, 2025",,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.1,,,,,,,,,,,,,,,,,,,,,,,,
omap_id,uniprot_accession_number,HGNC_ID,target_symbol,host,isotype,clonality,clone_id,vendor,catalog_number,lot_number,recombinant,concentration_value,dilution_factor,conjugate,rrid,method,tissue_preservation,cycle_number,fluorescent_reporter,protocol_doi,author_orcids,core_panel,rationale,organ,organ_uberon
OMAP-25,P12830,HGNC:1748,CDH1,Mouse,IgG1,Monoclonal,4A2C7,Akoya Biosciences,4250021,B359692,N,,200,oligonucleotide,AB_2895057,CODEX,FFPE,8,Atto 550,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v3,0000-0001-7636-4992; 0000-0002-9185-3994,N,"Cadherin-1, integrity of epithelial cell adhesion, membrane protein and can be used for segmentation of most epithelial cells in lung",lung,UBERON:0002048
OMAP-25,P02452,HGNC:2197,COL1A1,Mouse,IgG3,Monoclonal,3G3,Abcam,ab88147,GR3449848-3,N,,100,oligonucleotide,AB_2081873,CODEX,FFPE,1,Atto 550,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v3,0000-0001-7636-4992; 0000-0002-9185-3994,Y,"Collagen alpha-1(I) chain, extracellular matrix protein prominent in the lung adventitia",lung,UBERON:0002048
OMAP-25,P46013,HGNC:7107,MKI67,Mouse,IgG1,Monoclonal,B56,Akoya Biosciences,4250019,220718025,Y,,200,oligonucleotide,AB_2895046,CODEX,FFPE,13,Atto 550,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v3,0000-0001-7636-4992; 0000-0002-9185-3994,N,Proliferation marker protein,lung,UBERON:0002048
OMAP-25,P62736,HGNC:130,ACTA2,Mouse,IgG2a,Monoclonal,1A4,Akoya Biosciences,4450049,230309013,Y,,200,oligonucleotide,AB_2936084,CODEX,FFPE,14,AF750,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v3,0000-0001-7636-4992; 0000-0002-9185-3994,Y,"Actin alpha-2, alpha smooth muscle actin, a protein essential for structure and function of smooth muscle cells",lung,UBERON:0002048
OMAP-25,P11686,HGNC:10802,SFTPC,Rabbit,IgG,Polyclonal,,Invitrogen,PA5-71842,YE3913574A,N,,500,oligonucleotide,AB_2717696,CODEX,FFPE,2,Atto 550,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v3,0000-0001-7636-4992; 0000-0002-9185-3994,N,Pulmonary surfactant-associated protein C unique to type II alveolar epithelial cells,lung,UBERON:0002048
OMAP-25,P01730,HGNC:1678,CD4,Rabbit ,IgG,Monoclonal,EPR6855,Akoya Biosciences,4550112,B360688,Y,,200,oligonucleotide,AB_2915936,CODEX,FFPE,14,CY5/AF647,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v3,0000-0001-7636-4992; 0000-0002-9185-3994,N,T-cell surface glycoprotein,lung,UBERON:0002048
OMAP-25,P34810,HGNC:1693,CD68,Mouse,IgG1,Monoclonal,KP1,Akoya Biosciences,4550113,B362149,Y,,200,oligonucleotide,AB_2935894,CODEX,FFPE,13,CY5/AF647,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v3,0000-0001-7636-4992; 0000-0002-9185-3994,N,"Macrosialin, transmembrane glycoprotein that serves as a marker for macrophages and monocytes",lung,UBERON:0002048
OMAP-25,P08575,HGNC:9666,PTPRC,Rabbit ,IgG,Monoclonal,D9M8I,Akoya Biosciences,4550121,B334540,Y,,200,oligonucleotide,AB_2915946,CODEX,FFPE,2,CY5/AF647,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v3,0000-0001-7636-4992; 0000-0002-9185-3994,Y,Receptor-type tyrosine-protein phosphatase C expressed in variable intensities on all leukocytes,lung,UBERON:0002048
OMAP-25,P29017,HGNC:1636,CD1C,Mouse,IgG1,Monoclonal,OTI2F4,Novus Biologicals,NBP2-70345,F004,N,,50,oligonucleotide,AB_3083490,CODEX,FFPE,6,CY5/AF647,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v3,0000-0001-7636-4992; 0000-0002-9185-3994,N,"T-cell surface glycoprotein, CD1c positive myeloid DC",lung,UBERON:0002048
OMAP-25,P07766,HGNC:1674,CD3E,Rabbit ,IgG,Monoclonal,EP449E,Akoya Biosciences,4550119,B349937,Y,,200,oligonucleotide,AB_2936080,CODEX,FFPE,15,CY5/AF647,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v3,0000-0001-7636-4992; 0000-0002-9185-3994,N,T-cell surface glycoprotein CD3 epsilon chain,lung,UBERON:0002048
OMAP-25,P11836,HGNC:7315,MS4A1,Mouse,IgG2a,Monoclonal,L26,Akoya Biosciences,4450018,0322L590,N,,200,oligonucleotide,AB_2915939,CODEX,FFPE,13,AF750,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v3,0000-0001-7636-4992; 0000-0002-9185-3994,N,B-lymphocyte antigen,lung,UBERON:0002048
OMAP-25,P16284,HGNC:8823,PECAM1,Rabbit ,IgG,Monoclonal,EP3095,Akoya Biosciences,4450017,B389619,Y,,200,oligonucleotide,AB_2915935,CODEX,FFPE,1,AF750,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v3,0000-0001-7636-4992; 0000-0002-9185-3994,Y,"Platelet endothelial cell adhesion molecule, vascular endothelial cells",lung,UBERON:0002048
OMAP-25,P02776,HGNC:8861,PF4,Rabbit,IgG,Polyclonal,,PeproTech,500-P05,1107M043RBCO222,N,,200,oligonucleotide,AB_147868,CODEX,FFPE,2,AF750,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v3,0000-0001-7636-4992; 0000-0002-9185-3994,N,"Platelet factor 4, a small protein released by platelets that helps blood clot and alerts the immune system. It's also known as chemokine ligand 4 (CXCL4), used to identify megakaryocytes and platelets in lung",lung,UBERON:0002048
OMAP-25,Q9Y5Y7,HGNC:14687,LYVE1,Goat,IgG,Polyclonal,,R&D Systems,AF2089,KPY0122011,N,,100,oligonucleotide,AB_355144,CODEX,FFPE,3,AF750,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v3,0000-0001-7636-4992; 0000-0002-9185-3994,N,Lymphatic vessel endothelial hyaluronic acid receptor 1,lung,UBERON:0002048
OMAP-25,"P04264, P35908, P12035, P19013, P13647, P02538, P04259, P48668, P08729, P05787, P13645, P02533, P19012, P08779, P08727","HGNC:6412, HGNC:6439, HGNC:6440, HGNC:6441, HGNC:6442, HGNC:6443, HGNC:6444, HGNC:20406, HGNC:6445, HGNC:6446, HGNC:6413, HGNC:6416, HGNC:6421, HGNC:6423, HGNC:6436","KRT1, KRT2, KRT3, KRT4, KRT5, KRT6A, KRT6B, KRT7, KRT8, KRT10, KRT14, KRT15, KRT16, KRT19",Mouse,IgG1,Monoclonal,AE-1/3,Akoya Biosciences,4450020,B349937,N,,200,oligonucleotide,AB_3083456,CODEX,FFPE,15,AF750,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v3,0000-0001-7636-4992; 0000-0002-9185-3994,Y,Majority if not all lung epithelium,lung,UBERON:0002048
OMAP-25,P01732,HGNC:1706,CD8A,Mouse,IgG1,Monoclonal,C8/144B,Akoya Biosciences,4250012,B378416,N,,200,oligonucleotide,AB_2915960,CODEX,FFPE,15,Atto 550,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v3,0000-0001-7636-4992; 0000-0002-9185-3994,N,T-cell surface glycoprotein CD8 alpha chain,lung,UBERON:0002048
OMAP-25,P01903,HGNC:4947,HLA-DRA,Rabbit,IgG,Monoclonal,EPR3692,Akoya Biosciences,4550118,230502016,Y,,200,oligonucleotide,AB_2928988,CODEX,FFPE,1,CY5/AF647,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v3,0000-0001-7636-4992; 0000-0002-9185-3994,N,"HLA class II histocompatibility antigen, DR alpha chain, antigen presenting cells",lung,UBERON:0002048
OMAP-25,Q15109,HGNC:320,AGER,Rabbit,IgG,Monoclonal,EPR21171,Abcam,ab228861,1050444-4,Y,,100,oligonucleotide,AB_2884897,CODEX,FFPE,4,AF750,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v3,0000-0001-7636-4992; 0000-0002-9185-3994,N,"Advanced glycosylation end product-specific receptor, type I epithelial alveolar ",lung,UBERON:0002048
OMAP-25,Q9H3D4,HGNC:15979,TP63,Rabbit,IgG,Monoclonal,EPR5701,Abcam,ab214790,1041591-2,Y,,100,oligonucleotide,AB_3083495,CODEX,FFPE,7,CY5/AF647,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v3,0000-0001-7636-4992; 0000-0002-9185-3994,N,"Tumor protein 63, basal cells airway epithileum",lung,UBERON:0002048
OMAP-25,Q15661,HGNC:12019,TPSAB1,Mouse,IgG1,Monoclonal,AA1,Abcam,ab2378,B359679,N,,1000,oligonucleotide,AB_303023,CODEX,FFPE,4,Atto 550,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v3,0000-0001-7636-4992; 0000-0002-9185-3994,N,"Tryptase alpha/beta-1, neutral peptidase found in most mast cells",lung,UBERON:0002048
OMAP-25,P08571,HGNC:1628,CD14,Rabbit,IgG,Monoclonal,EPR3653,Akoya Biosciences,4450047,B387593,Y,,200,oligonucleotide,AB_3083457,CODEX,FFPE,14,Atto 550,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v3,0000-0001-7636-4992; 0000-0002-9185-3994,N,"Monocyte differentiation antigen CD14, macrophage marker",lung,UBERON:0002048
OMAP-25,P54709,HGNC:806,ATP1A1,Rabbit,IgG ,Monoclonal,EP1845Y,Abcam,ab167390,GR342282-2,Y,,100,oligonucleotide,AB_2890241,CODEX,FFPE,3,Atto 550,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v3,0000-0001-7636-4992; 0000-0002-9185-3994,Y,"Sodium/potassium-transporting ATPase subunit beta-3, membrane segmentation ",lung,UBERON:0002048
OMAP-25,Q86VB7,HGNC:1631,CD163,Rabbit,IgG ,Monoclonal,EPR19518,Akoya Biosciences,4250079,B389421,Y,,200,oligonucleotide,AB_2935895,CODEX,FFPE,5,Atto 550,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v3,0000-0001-7636-4992; 0000-0002-9185-3994,N,"Scavenger receptor cysteine-rich type 1 protein M130, non-inflammatory macrophages, monocyte-derived macrophages",lung,UBERON:0002048
OMAP-25,P02462,HGNC:2202,COL4A1,Rabbit ,IgG,Monoclonal,EPR20966,Akoya Biosciences,4550122,B386120,Y,,200,oligonucleotide,AB_2927676,CODEX,FFPE,5,CY5/AF647,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v3,0000-0001-7636-4992; 0000-0002-9185-3994,N,"Collagen alpha-1(IV) chain,  extracellular matrix, produced primarily by fibroblasts, endothelial cells and smooth muscle cells",lung,UBERON:0002048
OMAP-25,P13647,HGNC:6442,KRT5,Rabbit,IgG,Monoclonal,EP1601Y,Akoya Biosciences,4450090,B389468,N,,200,oligonucleotide,AB_3083458,CODEX,FFPE,5,AF750,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v3,0000-0001-7636-4992; 0000-0002-9185-3994,N,"Keratin, type II cytoskeletal 5, basal cells of airway epithelium",lung,UBERON:0002048
OMAP-25,Q9BZS1,HGNC:6106,FOXP3,Mouse,IgG1,Monoclonal,236A/E7,Akoya Biosciences,4550071,B373906,Y,,200,oligonucleotide,AB_2927679,CODEX,FFPE,3,CY5/AF647,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v3,0000-0001-7636-4992; 0000-0002-9185-3994,N,"Forkhead box protein P3, regulatory T cells",lung,UBERON:0002048
OMAP-25,P20702,HGNC:6152,ITGAX,Mouse,IgG2b,Monoclonal,118/A5,Akoya Biosciences,4550114,B377402,N,,200,oligonucleotide,AB_3083459,CODEX,FFPE,4,CY5/AF647,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v3,0000-0001-7636-4992; 0000-0002-9185-3994,N,Integrin alpha-X; dendritic cells/macrophages,lung,UBERON:0002048
